# Notes : All Entities
# Technology : MassHunter_PROFINDER.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.New Experiment_2022_Mar_10_16_19_25
# Owner : gxuser
# Created On : Thu Mar 10 16:20:26 MST 2022
Compound	Day 1_Instrument QC_1(raw)	Day 1_Instrument QC_2(raw)	Day 1_Instrument QC_3(raw)	Day 1_Instrument QC_4(raw)	Day 1_Instrument QC_5(raw)	Day 1_Instrument QC_6(raw)	Day 1_Instrument QC_7(raw)	Day 1_Instrument QC_8(raw)	Day 1_Instrument QC_9(raw)	Day 1_S44-101 Post-1(raw)	Day 1_S44-101 Pre-1(raw)	Day 1_S44-102 Pre-2(raw)	Day 1_S44-103 Pre-1(raw)	Day 1_S44-104 Post-1(raw)	Day 1_S44-104 Pre-2(raw)	Day 1_S44-105 Pre-2(raw)	Day 1_S44-111 Post-2(raw)	Day 1_S44-112 Pre-2(raw)	Day 1_S44-113 Post-1(raw)	Day 1_S44-115 Post-1(raw)	Day 1_S44-116 Post-2(raw)	Day 1_S44-116 Pre-1(raw)	Day 1_S44-116 Pre-2(raw)	Day 1_S44-117 Post-1(raw)	Day 1_S44-117 Post-2(raw)	Day 1_S44-119 Pre-2(raw)	Day 1_S44-120 Pre-2(raw)	Day 1_S44-121 Post-1(raw)	Day 1_S44-121 Pre-1(raw)	Day 1_S44-125 Post-2(raw)	Day 1_S44-125 Pre-1(raw)	Day 1_S44-126 Post-1(raw)	Day 1_S44-127 Post-2(raw)	Day 1_S44-127 Pre-1(raw)	Day 1_S44-131 Post-2(raw)	Day 1_S44-133 Post-1(raw)	Day 1_S44-136 Post-1(raw)	Day 1_S44-136 Post-2(raw)	Day 1_S44-138 Post-1(raw)	Day 1_S44-138 Pre-2(raw)	Day 1_S44-141 Post-2(raw)	Day 1_S44-141 Pre-2(raw)	Day 1_S44-142 Post-1(raw)	Day 1_S44-143 Post-2(raw)	Day 1_S44-144 Post-1(raw)	Day 1_S44-147 Post-1(raw)	Day 1_S44-148 Pre-2(raw)	Day 1_S44-149 Pre-1(raw)	Day 1_S44-150  Pre-2(raw)	Day 2_Instrument QC_1(raw)	Day 2_Instrument QC_10(raw)	Day 2_Instrument QC_11(raw)	Day 2_Instrument QC_2(raw)	Day 2_Instrument QC_3(raw)	Day 2_Instrument QC_4(raw)	Day 2_Instrument QC_5(raw)	Day 2_Instrument QC_6(raw)	Day 2_Instrument QC_7(raw)	Day 2_Instrument QC_8(raw)	Day 2_Instrument QC_9(raw)	Day 3_Instrument QC_1(raw)	Day 3_Instrument QC_10(raw)	Day 3_Instrument QC_11(raw)	Day 3_Instrument QC_2(raw)	Day 3_Instrument QC_3(raw)	Day 3_Instrument QC_4(raw)	Day 3_Instrument QC_5(raw)	Day 3_Instrument QC_6(raw)	Day 3_Instrument QC_7(raw)	Day 3_Instrument QC_8(raw)	Day 3_Instrument QC_9(raw)	S44-101 Post-2(raw)	S44-101 Pre-2(raw)	S44-102 Post-1(raw)	S44-102 Post-2(raw)	S44-102 Pre-1(raw)	S44-103 Post-1(raw)	S44-103 Post-2(raw)	S44-103 Pre-2(raw)	S44-104 Post-2(raw)	S44-104 Pre-1(raw)	S44-105 Post-1(raw)	S44-105 Post-2(raw)	S44-105 Pre-1(raw)	S44-109 Post-1(raw)	S44-109 Post-2(raw)	S44-109 Pre-1(raw)	S44-109 Pre-2(raw)	S44-111 Post-1(raw)	S44-111 Pre-1(raw)	S44-111 Pre-2(raw)	S44-112 Post-1(raw)	S44-112 Post-2(raw)	S44-112 Pre-1(raw)	S44-113 Post-2(raw)	S44-113 Pre-1(raw)	S44-113 Pre-2(raw)	S44-115 Post-2(raw)	S44-115 Pre-1(raw)	S44-115 Pre-2(raw)	S44-116 Post-1(raw)	S44-117 Pre-1(raw)	S44-117 Pre-2(raw)	S44-118 Post-1(raw)	S44-118 Post-2(raw)	S44-118 Pre-1(raw)	S44-118 Pre-2(raw)	S44-119 Post-1(raw)	S44-119 Post-2(raw)	S44-119 Pre-1(raw)	S44-120 Post-1(raw)	S44-120 Post-2(raw)	S44-120 Pre-1(raw)	S44-121 Post-2(raw)	S44-121 Pre-2(raw)	S44-122 Post-1(raw)	S44-122 Pre-1(raw)	S44-122 Pre-2(raw)	S44-124 Post-1(raw)	S44-124 Post-2(raw)	S44-124 Pre-1(raw)	S44-124 Pre-2(raw)	S44-125 Post-1(raw)	S44-125 Pre-2(raw)	S44-126 Post-2(raw)	S44-126 Pre-1(raw)	S44-126 Pre-2(raw)	S44-127 Post-1(raw)	S44-127 Pre-2(raw)	S44-130 Post-1(raw)	S44-130 Post-2(raw)	S44-130 Pre-1(raw)	S44-130 Pre-2(raw)	S44-131 Post-1(raw)	S44-131 Pre-1(raw)	S44-131 Pre-2(raw)	S44-132 Post-1(raw)	S44-132 Post-2(raw)	S44-132 Pre-1(raw)	S44-132 Pre-2(raw)	S44-133 Post-2(raw)	S44-133 Pre-1(raw)	S44-133 Pre-2(raw)	S44-134 Post-1(raw)	S44-134 Post-2(raw)	S44-134 Pre-1(raw)	S44-134 Pre-2(raw)	S44-136 Pre-1(raw)	S44-136 Pre-2(raw)	S44-137 Post-1(raw)	S44-137 Post-2(raw)	S44-137 Pre-1(raw)	S44-137 Pre-2(raw)	S44-138 Post-2(raw)	S44-138 Pre-1(raw)	S44-139 Post-1(raw)	S44-139 Post-2(raw)	S44-139 Pre-1(raw)	S44-139 Pre-2(raw)	S44-141 Post-1(raw)	S44-141 Pre-1(raw)	S44-142 Post-2(raw)	S44-142 Pre-1(raw)	S44-142 Pre-2(raw)	S44-143 Post-1(raw)	S44-143 Pre-1(raw)	S44-143 Pre-2(raw)	S44-144 Post-2(raw)	S44-144 Pre-1(raw)	S44-144 Pre-2(raw)	S44-145 Post-1(raw)	S44-145 Post-2(raw)	S44-145 Pre-1(raw)	S44-145 Pre-2(raw)	S44-146 Post-1(raw)	S44-146 Post-2(raw)	S44-146 Pre-1(raw)	S44-146 Pre-2(raw)	S44-147 Post-2(raw)	S44-147 Pre-1(raw)	S44-147 Pre-2(raw)	S44-148 Post-1(raw)	S44-148 Post-2(raw)	S44-148 Pre-1(raw)	S44-149 Post-1(raw)	S44-149 Post-2(raw)	S44-149 Pre-2(raw)	S44-150  Post-2(raw)	S44-150 Post-1(raw)	S44-151 Post-1(raw)	S44-151 Post-2(raw)	S44-151 Pre-1(raw)	S44-151 Pre-2(raw)	Alignment Value	Annotations	CAS Number	ChEBI ID	Compound Name	Formula	HMP ID	Ionization mode	KEGG ID	LMP ID	Mass	METLIN ID	PubChem ID	Retention Time
C50H84NO8P_2	917156.0	925735.0	842111.0	869959.0	911167.0	812695.0	790626.0	774534.0	734858.0	416059.0	569501.0	838141.0	1414832.0	758932.0	651482.0	560811.0	689121.0	1179323.0	834788.0	766171.0	1044218.0	1053259.0	950116.0	387847.0	403780.0	801168.0	923722.0	806868.0	1019987.0	967052.0	1351513.0	900855.0	820124.0	715869.0	1118998.0	1079992.0	730646.0	643598.0	710916.0	594614.0	917559.0	989331.0	553733.0	946302.0	551207.0	903413.0	563312.0	469824.0	539895.0	745200.0	548722.0	579549.0	746464.0	693540.0	733622.0	686543.0	627544.0	607875.0	616230.0	565675.0	599654.0	490485.0	484246.0	597074.0	552179.0	587589.0	540363.0	512838.0	534205.0	527750.0	508709.0	389846.0	371806.0	618441.0	471585.0	599339.0	938940.0	968192.0	1068303.0	490991.0	658796.0	334559.0	441038.0	455436.0	653004.0	453263.0	1128655.0	856201.0	560099.0	399633.0	559041.0	775606.0	820147.0	706512.0	526328.0	592038.0	568985.0	458386.0	443646.0	587716.0	729072.0	329494.0	284108.0	425484.0	346046.0	322883.0	268081.0	330434.0	340677.0	415889.0	753752.0	622196.0	594826.0	511290.0	654639.0	770025.0	734571.0	649509.0	308256.0	240551.0	220294.0	180079.0	967601.0	833312.0	585195.0	530359.0	661543.0	432942.0	325261.0	685499.0	646717.0	674550.0	718579.0	743792.0	819405.0	748948.0	363865.0	547687.0	506751.0	591686.0	692248.0	761692.0	712438.0	674181.0	695022.0	667286.0	458271.0	617434.0	422602.0	579781.0	427274.0	577875.0	478797.0	529637.0	455060.0	629739.0	647302.0	870822.0	653062.0	496029.0	753223.0	744696.0	465029.0	528943.0	543359.0	619768.0	873533.0	398172.0	795734.0	445880.0	304084.0	314807.0	363949.0	329537.0	256293.0	321103.0	331462.0	562642.0	695369.0	688689.0	614266.0	363091.0	579397.0	544379.0	269859.0	265239.0	356671.0	497927.0	439607.0	540278.0	540045.0	927191.0	882706.0	C50H84NO8P_2	C50H84NO8P_2 [ C50 H84 N O8 P, tgt=90.64, overall=90.64, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C50H84NO8P_2	C50 H84 N O8 P		Esi+			857.5908			5.7899947
C49H76O3_2	56959.0	1.0	44762.0	52388.0	45525.0	47280.0	29064.0	35799.0	23429.0	55034.0	154111.0	44335.0	335695.0	46720.0	35632.0	27938.0	10181.0	39598.0	15858.0	1.0	20809.0	22018.0	21427.0	29089.0	1.0	39831.0	20525.0	12586.0	29867.0	64341.0	23480.0	16722.0	355453.0	1.0	23221.0	45033.0	39486.0	40247.0	1.0	11902.0	40002.0	47240.0	12735.0	42641.0	13665.0	29064.0	13740.0	17462.0	43205.0	61447.0	32761.0	21041.0	62768.0	63518.0	54730.0	47506.0	42593.0	32742.0	30191.0	34516.0	61979.0	33468.0	1.0	54439.0	50933.0	31892.0	36594.0	60712.0	16283.0	24075.0	24459.0	1.0	22197.0	37469.0	10060.0	122053.0	88463.0	43029.0	22529.0	18375.0	302174.0	20971.0	7093.0	43896.0	43318.0	1.0	128588.0	1.0	23437.0	19884.0	26191.0	19082.0	7202.0	71745.0	304068.0	27306.0	15711.0	8641.0	8643.0	10266.0	186752.0	47560.0	1.0	44668.0	1.0	16683.0	24675.0	1.0	1.0	1.0	11961.0	50193.0	22114.0	27283.0	30041.0	52347.0	28975.0	25442.0	40162.0	33365.0	19497.0	29067.0	77567.0	57829.0	37380.0	32358.0	24347.0	1.0	10018.0	29678.0	46705.0	39743.0	49775.0	44931.0	55134.0	27158.0	1.0	84372.0	16675.0	11225.0	21511.0	28056.0	44477.0	22203.0	1.0	14041.0	1.0	26294.0	47885.0	45144.0	1.0	26201.0	49698.0	26570.0	17068.0	19241.0	32661.0	16466.0	15639.0	13807.0	11986.0	43831.0	14197.0	18311.0	1.0	1.0	11697.0	32731.0	21001.0	18428.0	1.0	1.0	40351.0	14883.0	1.0	11849.0	1.0	18097.0	16091.0	1.0	20740.0	44562.0	16927.0	15185.0	33134.0	65342.0	10684.0	51119.0	29999.0	1.0	247648.0	37158.0	28275.0	C49H76O3_2	C49H76O3_2 [ C49 H76 O3, tgt=68.30, overall=68.30, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C49H76O3_2	C49 H76 O3		Esi+			712.5767			7.661008
C44H81NO14	23876.0	23368.0	17419.0	20333.0	21160.0	17644.0	22082.0	19591.0	11479.0	19769.0	66687.0	1.0	230193.0	14197.0	27095.0	14967.0	1.0	17163.0	1.0	63737.0	10063.0	7551.0	15943.0	18682.0	1.0	17416.0	13753.0	1.0	25831.0	7409.0	22461.0	13005.0	70787.0	1.0	12743.0	25958.0	11514.0	1.0	1.0	1.0	13301.0	29004.0	15255.0	16669.0	1.0	1.0	6269.0	1.0	15206.0	11334.0	8260.0	12470.0	18426.0	16839.0	12360.0	13219.0	15786.0	15026.0	18382.0	13297.0	17199.0	10949.0	23866.0	14167.0	14224.0	9230.0	10529.0	11956.0	15464.0	20285.0	24537.0	1.0	1.0	13713.0	1.0	24510.0	35662.0	11549.0	32561.0	12860.0	77581.0	7192.0	10402.0	15661.0	30691.0	1.0	91220.0	1.0	16626.0	20288.0	12200.0	16702.0	1.0	19548.0	38190.0	12189.0	1.0	6926.0	6722.0	1.0	41449.0	11383.0	1.0	8963.0	1.0	19419.0	11598.0	1.0	1.0	1.0	1.0	13471.0	1.0	11531.0	13226.0	7946.0	1.0	6013.0	9090.0	19272.0	10432.0	8586.0	20966.0	10419.0	6294.0	18054.0	18810.0	1.0	5538.0	22603.0	6627.0	5893.0	1.0	14424.0	11804.0	11070.0	1.0	11375.0	1.0	12947.0	11474.0	12653.0	11432.0	1.0	1.0	1.0	1.0	20620.0	8327.0	22801.0	1.0	9965.0	22201.0	29369.0	7677.0	7598.0	27434.0	8314.0	6674.0	1.0	1.0	15085.0	17927.0	11768.0	1.0	1.0	1.0	6849.0	7707.0	12460.0	1.0	8485.0	11066.0	12408.0	1.0	8223.0	1.0	17766.0	7924.0	1.0	9110.0	22522.0	16465.0	12497.0	11900.0	41484.0	16830.0	34997.0	1.0	1.0	30311.0	9802.0	1.0	C44H81NO14	C44H81NO14 [ C44 H81 N O14, tgt=69.06, overall=69.06, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C44H81NO14	C44 H81 N O14		Esi+			847.5678			3.9229999
C40H80NO7P	281259.0	284749.0	259489.0	253396.0	270068.0	225698.0	213863.0	199842.0	191965.0	191289.0	179952.0	210889.0	159220.0	172585.0	218331.0	223271.0	205717.0	239324.0	198632.0	182652.0	110456.0	137803.0	138772.0	298564.0	263717.0	134219.0	203065.0	197123.0	214185.0	147222.0	161502.0	243246.0	186469.0	143660.0	164176.0	154448.0	258172.0	349283.0	127065.0	150333.0	237027.0	188404.0	112385.0	184833.0	190979.0	300386.0	139135.0	229008.0	307738.0	211017.0	155337.0	152247.0	201227.0	192926.0	196164.0	196967.0	180953.0	173232.0	171862.0	161764.0	155760.0	137349.0	127290.0	139397.0	144765.0	145089.0	147287.0	127539.0	145317.0	148143.0	141180.0	152824.0	139140.0	114582.0	123679.0	130760.0	96985.0	114898.0	59534.0	123520.0	172045.0	157384.0	150888.0	185566.0	71202.0	64220.0	99526.0	75553.0	223973.0	148078.0	207079.0	118442.0	153636.0	122948.0	109207.0	197562.0	130709.0	144908.0	105132.0	141849.0	105279.0	205493.0	178847.0	198946.0	122501.0	121741.0	122273.0	104347.0	96814.0	146198.0	192849.0	139973.0	130715.0	149801.0	192374.0	182112.0	141866.0	134659.0	130936.0	108842.0	117505.0	95848.0	126240.0	100645.0	139716.0	122694.0	176811.0	156306.0	145007.0	92956.0	107267.0	159529.0	126074.0	87041.0	100155.0	117349.0	146563.0	182026.0	171280.0	222458.0	100809.0	111617.0	89618.0	112842.0	162793.0	200567.0	120832.0	200789.0	165660.0	142857.0	131454.0	124647.0	96344.0	115946.0	95925.0	167966.0	173340.0	130264.0	125898.0	103117.0	137667.0	117158.0	92462.0	153245.0	158926.0	147371.0	171798.0	138060.0	176713.0	118429.0	173580.0	149424.0	212213.0	153600.0	110393.0	129016.0	129774.0	166946.0	159013.0	155099.0	135092.0	96563.0	132488.0	120843.0	131842.0	123538.0	170477.0	191150.0	234132.0	127895.0	119205.0	144226.0	143637.0	C40H80NO7P	C40H80NO7P [ C40 H80 N O7 P, tgt=96.08, overall=96.08, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C40H80NO7P	C40 H80 N O7 P		Esi+			717.5656			5.3549924
C46H82NO8P	1090486.0	1129103.0	1056952.0	1694442.0	1580048.0	1079743.0	982010.0	930345.0	924499.0	580942.0	798475.0	1028428.0	7118952.0	1005520.0	2516544.0	1004741.0	2610674.0	4441862.0	4769781.0	1524547.0	5267456.0	4382309.0	1645559.0	744473.0	1642839.0	4525716.0	7175670.0	1515452.0	1421870.0	586285.0	729854.0	1032677.0	7072704.0	2802072.0	1763207.0	1016151.0	523286.0	1078718.0	492176.0	1939361.0	6571193.0	1671469.0	3243882.0	1484397.0	2641972.0	1268294.0	1251178.0	1049192.0	364445.0	2043314.0	1109050.0	838086.0	3147219.0	1061040.0	1298885.0	1391536.0	1639936.0	4238938.0	1702482.0	1091773.0	773736.0	789938.0	726553.0	1505679.0	921510.0	871589.0	805294.0	1042403.0	3825302.0	1304682.0	749135.0	680345.0	1786228.0	449917.0	700976.0	1321898.0	3074966.0	1907902.0	4347405.0	2485386.0	2891590.0	842382.0	1834259.0	2282662.0	1.0	956501.0	2472952.0	1848148.0	836183.0	1571755.0	2143756.0	3187056.0	1588881.0	2872130.0	4017160.0	3698461.0	3381382.0	723349.0	3791450.0	4518852.0	1928518.0	1439541.0	771470.0	1433219.0	3260730.0	3554499.0	3385919.0	1329008.0	3970416.0	1404135.0	2049253.0	4581176.0	5517741.0	4710687.0	1172808.0	3105148.0	2295357.0	2136647.0	1643075.0	1770028.0	3042008.0	1211006.0	452930.0	1378060.0	1076599.0	3540992.0	1245585.0	837839.0	2278044.0	3674648.0	1343158.0	4398490.0	3882682.0	3213791.0	4894024.0	4231898.0	3215076.0	1079731.0	2279328.0	2580354.0	2742533.0	1317551.0	2898218.0	4144940.0	1130355.0	2527141.0	1829512.0	640836.0	1061988.0	2605423.0	1279717.0	1820399.0	775445.0	1159033.0	826893.0	3573430.0	4243848.0	3612088.0	3053852.0	1030675.0	4878828.0	1324864.0	2259161.0	892012.0	1007818.0	1632147.0	1567505.0	1156592.0	951579.0	1817866.0	1177812.0	1162250.0	3611970.0	3449726.0	2296711.0	2459872.0	2552177.0	1981807.0	2073840.0	2136781.0	213731.0	3191611.0	1161350.0	1029006.0	5591510.0	6710063.0	1947046.0	1898991.0	1735016.0	3007127.0	1230415.0	4177715.0	1512129.0	C46H82NO8P	C46H82NO8P [ C46 H82 N O8 P, tgt=97.52, overall=97.52, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C46H82NO8P	C46 H82 N O8 P		Esi+			807.5794			4.931014
C48H76NO8P_2	1403384.0	1421153.0	1320881.0	1262920.0	1385433.0	1235291.0	1174723.0	1073987.0	992266.0	489838.0	178127.0	1050884.0	1362040.0	457120.0	200975.0	874106.0	854653.0	648300.0	540611.0	1770534.0	672743.0	684865.0	893145.0	2054939.0	1593982.0	552002.0	841315.0	1275412.0	619411.0	750977.0	626424.0	1718564.0	1999250.0	240495.0	682899.0	1243941.0	64777.0	396144.0	1394848.0	801318.0	1592176.0	697252.0	827704.0	1400734.0	857310.0	2343470.0	695257.0	1607121.0	924354.0	1150362.0	869229.0	896188.0	1083012.0	1070725.0	1116622.0	1048756.0	953994.0	954752.0	943731.0	890655.0	952634.0	740413.0	750458.0	817775.0	797825.0	706816.0	814147.0	755227.0	824458.0	797516.0	768858.0	453412.0	130387.0	987390.0	585959.0	649282.0	928445.0	2132170.0	475893.0	259075.0	450785.0	188606.0	504235.0	351447.0	325475.0	230619.0	343356.0	192607.0	514859.0	118140.0	375584.0	107410.0	626889.0	301125.0	321307.0	523805.0	160175.0	1425979.0	218911.0	601162.0	886862.0	745181.0	585485.0	864432.0	266771.0	306715.0	433787.0	1347475.0	1280513.0	1455543.0	1643482.0	974171.0	644370.0	846379.0	766812.0	667141.0	546765.0	381991.0	1192290.0	1077792.0	560420.0	501905.0	983971.0	1002274.0	1137042.0	423901.0	847119.0	686155.0	318309.0	608351.0	1406725.0	641521.0	418973.0	331399.0	352927.0	248068.0	437060.0	922876.0	270968.0	425615.0	684653.0	315904.0	174530.0	939060.0	823306.0	1096745.0	593253.0	207608.0	83776.0	606578.0	1011389.0	185707.0	346111.0	591115.0	1.0	670771.0	836184.0	275338.0	405612.0	111599.0	758410.0	1271690.0	403840.0	861575.0	1590855.0	772323.0	1674533.0	281492.0	267473.0	149403.0	1453766.0	1027610.0	1108950.0	1159467.0	320902.0	419219.0	52388.0	320102.0	744875.0	599154.0	308564.0	468311.0	1321364.0	657072.0	1482240.0	2020314.0	2019298.0	1157440.0	663336.0	907888.0	864315.0	854284.0	412405.0	C48H76NO8P_2	C48H76NO8P_2 [ C48 H76 N O8 P, tgt=90.57, overall=90.57, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C48H76NO8P_2	C48 H76 N O8 P		Esi+			825.5291			4.216003
C48H82NO8P	721806.0	705538.0	694221.0	693764.0	752180.0	585152.0	538299.0	522683.0	488909.0	351344.0	533631.0	548852.0	677271.0	311641.0	482200.0	473734.0	448112.0	721407.0	480405.0	643229.0	431699.0	606423.0	545014.0	421247.0	357123.0	670936.0	735798.0	379426.0	685538.0	447304.0	669130.0	454655.0	551552.0	285806.0	556086.0	419111.0	292817.0	535100.0	423971.0	441034.0	553957.0	604117.0	253371.0	483209.0	432246.0	553559.0	469674.0	501022.0	757942.0	569791.0	485718.0	496819.0	523198.0	561370.0	606229.0	560866.0	516491.0	509723.0	541770.0	526761.0	543321.0	441194.0	443568.0	509323.0	490360.0	485552.0	486519.0	423619.0	444421.0	439666.0	434813.0	364220.0	465438.0	376281.0	368372.0	452136.0	504855.0	511707.0	312154.0	343781.0	466879.0	298745.0	354947.0	488117.0	339836.0	266801.0	507402.0	345287.0	419666.0	385448.0	612188.0	264475.0	389827.0	477222.0	392842.0	834585.0	401559.0	452142.0	402249.0	728135.0	434334.0	377917.0	368708.0	528666.0	479804.0	425496.0	399355.0	493655.0	481980.0	695046.0	586969.0	461744.0	867172.0	428015.0	714628.0	228847.0	359525.0	254617.0	518192.0	504153.0	697738.0	489662.0	440236.0	636461.0	342284.0	389584.0	557834.0	360111.0	295219.0	403662.0	477670.0	550532.0	504757.0	403182.0	771004.0	554573.0	365226.0	508071.0	429459.0	425414.0	306876.0	412243.0	274799.0	377392.0	378646.0	632463.0	370302.0	410320.0	190187.0	358222.0	410911.0	457863.0	510972.0	465658.0	378556.0	265998.0	420446.0	424675.0	435380.0	292498.0	389378.0	531004.0	296803.0	490530.0	393547.0	480069.0	467484.0	392216.0	674830.0	360398.0	369265.0	419486.0	627306.0	353539.0	258427.0	305033.0	485687.0	336864.0	342093.0	390047.0	343413.0	346808.0	326729.0	338332.0	372013.0	489857.0	551261.0	465973.0	449067.0	453458.0	440870.0	722238.0	620363.0	C48H82NO8P	C48H82NO8P [ C48 H82 N O8 P, tgt=77.18, overall=77.18, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C48H82NO8P	C48 H82 N O8 P		Esi+			831.5752			4.7130084
C46H82NO8P_2	9432931.0	8874467.0	8394930.0	8189008.0	8679696.0	8123064.0	7467879.0	7285953.0	7245662.0	5398263.0	6714567.0	6992086.0	1.1290571E7	5173055.0	6626424.0	5493180.0	5223077.0	8151140.0	6588454.0	6905696.0	7388657.0	7857342.0	7881878.0	5724161.0	4606143.0	7859315.0	9489999.0	7031761.0	8317802.0	7602857.0	8134514.0	7087583.0	6749762.0	6693108.0	7451863.0	7224358.0	5352425.0	5330163.0	5951051.0	7830593.0	1.0347048E7	7438176.0	8231507.0	7655851.0	6599212.0	8299366.0	8240319.0	1.1157549E7	6379094.0	8016491.0	6012282.0	5929053.0	7765231.0	7380424.0	7065705.0	6917705.0	6460910.0	6348528.0	6174870.0	6096311.0	6573891.0	5765621.0	5636782.0	6206861.0	6130604.0	6067403.0	6023604.0	5761482.0	5893551.0	5809864.0	5971107.0	4576413.0	5043054.0	5497882.0	4341969.0	5162647.0	7579935.0	7130724.0	6966767.0	4452886.0	5985494.0	4756658.0	3959137.0	4360485.0	4907300.0	4104703.0	5008612.0	4551850.0	5030384.0	4270106.0	4745617.0	4219532.0	5035671.0	5425740.0	5235379.0	6093899.0	5070274.0	5485138.0	5453869.0	7036215.0	5992679.0	4051642.0	3561750.0	6999716.0	6766833.0	6238396.0	6030803.0	5056630.0	6754383.0	7823713.0	7939404.0	7133973.0	7225959.0	8055316.0	7453910.0	4868016.0	5848046.0	4450544.0	5171778.0	5468887.0	5178070.0	5123362.0	6266411.0	6892545.0	5072393.0	6160567.0	7124921.0	5328653.0	5196067.0	5862916.0	8316831.0	6993963.0	6990573.0	6416041.0	8958685.0	6710053.0	5334854.0	5560025.0	4634864.0	6825168.0	4660734.0	5113528.0	4624059.0	6283870.0	5927557.0	7723686.0	4780731.0	4253954.0	3162770.0	4155946.0	4279068.0	4126965.0	4147694.0	4607840.0	4903258.0	4607673.0	5230798.0	5136465.0	5920391.0	4131592.0	7619441.0	9799185.0	5897289.0	6257303.0	5721536.0	6447340.0	7223927.0	4264988.0	5031075.0	3148995.0	6669017.0	5118611.0	6691752.0	8236298.0	4775196.0	5400511.0	4805103.0	5969732.0	5041524.0	4680182.0	4858416.0	5910932.0	8148318.0	6198906.0	1.1578251E7	1.3984814E7	1.2151557E7	6565156.0	5110116.0	5298172.0	7377788.0	7280986.0	7119147.0	C46H82NO8P_2	C46H82NO8P_2 [ C46 H82 N O8 P, tgt=68.90, overall=68.90, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C46H82NO8P_2	C46 H82 N O8 P		Esi+			807.5775			5.1420135
C27H44NO7P_2	378295.0	391184.0	384186.0	369905.0	364908.0	364976.0	363112.0	329438.0	320707.0	190906.0	137889.0	460158.0	268580.0	279111.0	187723.0	200215.0	209305.0	251291.0	273068.0	399949.0	306842.0	282019.0	383558.0	338168.0	310430.0	282189.0	377310.0	274367.0	199154.0	377666.0	334513.0	397867.0	328424.0	159104.0	274685.0	319474.0	340909.0	166425.0	259311.0	303730.0	459492.0	223744.0	393527.0	392427.0	321630.0	447719.0	284944.0	278871.0	295319.0	391430.0	313915.0	293406.0	355522.0	337339.0	328125.0	336316.0	298755.0	317167.0	323929.0	313662.0	327072.0	263703.0	277474.0	265712.0	289734.0	278335.0	281744.0	261350.0	278151.0	281938.0	265801.0	190990.0	118119.0	251099.0	245867.0	253236.0	337783.0	333363.0	205482.0	169725.0	183032.0	202683.0	150767.0	167241.0	236400.0	249697.0	228002.0	267013.0	207556.0	119317.0	155486.0	187397.0	214119.0	143221.0	183852.0	154105.0	194976.0	300886.0	137775.0	277539.0	318254.0	207352.0	210596.0	456942.0	262033.0	177374.0	209556.0	316967.0	326713.0	394350.0	344847.0	328644.0	232476.0	248053.0	263358.0	245689.0	207967.0	173922.0	285029.0	268444.0	147604.0	126200.0	398507.0	363028.0	269444.0	244149.0	275006.0	221954.0	221228.0	336827.0	355831.0	222986.0	265779.0	231488.0	203801.0	265208.0	205366.0	301924.0	114018.0	263526.0	256723.0	147625.0	159294.0	265595.0	268423.0	308718.0	187120.0	126979.0	126436.0	239917.0	240689.0	192744.0	129055.0	226244.0	275529.0	247637.0	266217.0	152831.0	176260.0	187079.0	320817.0	430288.0	247692.0	371270.0	391630.0	350330.0	358728.0	182345.0	145166.0	96665.0	315147.0	204821.0	271013.0	384818.0	219777.0	550839.0	204112.0	485548.0	319911.0	315057.0	222847.0	282572.0	372434.0	286694.0	288980.0	253376.0	310767.0	387528.0	355185.0	310975.0	296303.0	235815.0	376881.0	C27H44NO7P_2	C27H44NO7P_2 [ C27 H44 N O7 P, tgt=99.33, overall=99.33, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C27H44NO7P_2	C27 H44 N O7 P		Esi+			525.2855			1.4010009
